time	V(n001)	V(n002)	V(n003)	V(n004)	V(n005)	V(n006)	V(n007)
8.562887460715398e-003	4.914973e-001	4.739630e-001	5.207940e-001	-1.083914e+000	-1.106717e+000	4.455848e-002	3.845693e-001
8.582418710715398e-003	5.827124e-001	5.546380e-001	6.166200e-001	-1.268411e+000	-1.292060e+000	3.991641e-002	4.945492e-001
8.601949960715397e-003	6.650540e-001	6.268630e-001	7.030616e-001	-1.433584e+000	-1.457979e+000	3.463626e-002	5.970905e-001
8.621481210715397e-003	7.372837e-001	6.895520e-001	7.788191e-001	-1.576948e+000	-1.601979e+000	2.879757e-002	6.906512e-001
8.641012460715396e-003	7.983155e-001	7.417625e-001	8.427533e-001	-1.696349e+000	-1.721894e+000	2.248826e-002	7.738237e-001
8.660543710715396e-003	8.472318e-001	7.827094e-001	8.939029e-001	-1.789992e+000	-1.815920e+000	1.580333e-002	8.453573e-001
8.680074960715396e-003	8.832971e-001	8.117772e-001	9.314988e-001	-1.856467e+000	-1.882642e+000	8.843423e-003	9.041759e-001
8.689840585715395e-003	8.963334e-001	8.217128e-001	9.450294e-001	-1.879189e+000	-1.905435e+000	5.292981e-003	9.285328e-001
8.699606210715395e-003	9.059693e-001	8.285291e-001	9.549760e-001	-1.894777e+000	-1.921058e+000	1.713329e-003	9.493948e-001
8.719137460715395e-003	9.149076e-001	8.327132e-001	9.639815e-001	-1.904346e+000	-1.930589e+000	-5.479607e-003	9.803340e-001
8.738668710715394e-003	9.099780e-001	8.242671e-001	9.583803e-001	-1.885031e+000	-1.911092e+000	-1.262709e-002	9.965280e-001
8.758199960715394e-003	8.912549e-001	8.033180e-001	9.382570e-001	-1.837122e+000	-1.862860e+000	-1.962153e-002	9.977334e-001
8.767965585715394e-003	8.768009e-001	7.882462e-001	9.228357e-001	-1.802654e+000	-1.828179e+000	-2.302831e-002	9.927008e-001
8.787496835715393e-003	8.379799e-001	7.491916e-001	8.815643e-001	-1.713339e+000	-1.738338e+000	-2.959687e-002	9.714596e-001
8.807028085715393e-003	7.864492e-001	6.987641e-001	8.269269e-001	-1.598016e+000	-1.622360e+000	-3.575689e-002	9.356068e-001
8.826559335715392e-003	7.229840e-001	6.377225e-001	7.597455e-001	-1.458419e+000	-1.481990e+000	-4.141560e-002	8.856816e-001
8.846090585715392e-003	6.485393e-001	5.669850e-001	6.810311e-001	-1.296648e+000	-1.319339e+000	-4.648780e-002	8.224350e-001
8.865621835715392e-003	5.642351e-001	4.876161e-001	5.919678e-001	-1.115138e+000	-1.136853e+000	-5.089711e-002	7.468182e-001
8.885153085715391e-003	4.713397e-001	4.008098e-001	4.938955e-001	-9.166189e-001	-9.372784e-001	-5.457708e-002	6.599685e-001
8.904684335715391e-003	3.712507e-001	3.078720e-001	3.882897e-001	-7.040778e-001	-7.236154e-001	-5.747228e-002	5.631922e-001
8.924215585715390e-003	2.654737e-001	2.102010e-001	2.767390e-001	-4.807122e-001	-4.990780e-001	-5.953907e-002	4.579451e-001
8.943746835715390e-003	1.556002e-001	1.092660e-001	1.609216e-001	-2.498823e-001	-2.670436e-001	-6.074626e-002	3.458100e-001
8.963278085715390e-003	4.328293e-002	6.585570e-003	4.257986e-002	-1.506070e-002	-3.100207e-002	-6.107558e-002	2.284736e-001
8.982809335715389e-003	-6.978837e-002	-9.629560e-002	-7.650605e-002	2.202200e-001	2.054963e-001	-6.052200e-002	1.077008e-001
9.002340585715389e-003	-1.819127e-001	-1.978298e-001	-1.945446e-001	4.524203e-001	4.388944e-001	-5.909373e-002	-1.469197e-002
9.021871835715388e-003	-2.914034e-001	-2.964895e-001	-3.097601e-001	6.780470e-001	6.656817e-001	-5.681216e-002	-1.368637e-001
9.041403085715388e-003	-3.966132e-001	-3.907906e-001	-4.204193e-001	8.937057e-001	8.824472e-001	-5.371152e-002	-2.569770e-001
9.060934335715387e-003	-4.959594e-001	-4.793143e-001	-5.248575e-001	1.096152e+000	1.085930e+000	-4.983834e-002	-3.732250e-001
9.080465585715387e-003	-5.879475e-001	-5.607288e-001	-6.215035e-001	1.282341e+000	1.273071e+000	-4.525078e-002	-4.838594e-001
9.099996835715387e-003	-6.711935e-001	-6.338094e-001	-7.089034e-001	1.449470e+000	1.441054e+000	-4.001774e-002	-5.872161e-001
9.119528085715386e-003	-7.444450e-001	-6.974566e-001	-7.857422e-001	1.595026e+000	1.587353e+000	-3.421785e-002	-6.817405e-001
9.139059335715386e-003	-8.066001e-001	-7.507127e-001	-8.508641e-001	1.716818e+000	1.709768e+000	-2.793822e-002	-7.660109e-001
9.158590585715385e-003	-8.567234e-001	-7.927763e-001	-9.032891e-001	1.813014e+000	1.806457e+000	-2.127324e-002	-8.387598e-001
9.178121835715385e-003	-8.940610e-001	-8.230147e-001	-9.422286e-001	1.882167e+000	1.875966e+000	-1.432303e-002	-8.988930e-001
9.197653085715385e-003	-9.180507e-001	-8.409725e-001	-9.670963e-001	1.923235e+000	1.917249e+000	-7.192056e-003	-9.455060e-001
9.217184335715384e-003	-9.283316e-001	-8.463795e-001	-9.775182e-001	1.935600e+000	1.929687e+000	1.253176e-005	-9.778976e-001
9.226949960715384e-003	-9.282746e-001	-8.443435e-001	-9.772542e-001	1.930944e+000	1.925012e+000	3.608595e-003	-9.885997e-001
9.246481210715384e-003	-9.177669e-001	-8.308307e-001	-9.657813e-001	1.900041e+000	1.893966e+000	1.072070e-002	-9.988149e-001
9.266012460715383e-003	-8.935537e-001	-8.049187e-001	-9.398816e-001	1.840783e+000	1.834424e+000	1.763722e-002	-9.940070e-001
9.285543710715383e-003	-8.559991e-001	-7.669972e-001	-8.999441e-001	1.754059e+000	1.747281e+000	2.425424e-002	-9.742483e-001
9.295309335715382e-003	-8.323876e-001	-7.437041e-001	-8.748909e-001	1.700790e+000	1.693753e+000	2.741913e-002	-9.588466e-001
9.305074960715382e-003	-8.056677e-001	-7.176362e-001	-8.465694e-001	1.641175e+000	1.633848e+000	3.047231e-002	-9.398360e-001
9.324606210715382e-003	-7.433161e-001	-6.575778e-001	-7.805600e-001	1.503826e+000	1.495832e+000	3.619800e-002	-8.912877e-001
9.344137460715381e-003	-6.698819e-001	-5.877252e-001	-7.029085e-001	1.344079e+000	1.335308e+000	4.134529e-002	-8.293335e-001
9.363668710715381e-003	-5.864694e-001	-5.091286e-001	-6.147824e-001	1.164335e+000	1.154691e+000	4.583685e-002	-7.549055e-001
9.383199960715381e-003	-4.943327e-001	-4.229700e-001	-5.175071e-001	9.672974e-001	9.566976e-001	4.960523e-002	-6.691229e-001
9.402731210715380e-003	-3.948576e-001	-3.305449e-001	-4.125452e-001	7.559289e-001	7.443056e-001	5.259382e-002	-5.732762e-001
9.422262460715380e-003	-2.895398e-001	-2.332433e-001	-3.014753e-001	5.334082e-001	5.207098e-001	5.475777e-002	-4.688068e-001
9.441793710715379e-003	-1.799633e-001	-1.325283e-001	-1.859677e-001	3.030814e-001	2.892732e-001	5.606463e-002	-3.572861e-001
9.461324960715379e-003	-6.777574e-002	-2.991463e-002	-6.775948e-002	6.841236e-002	5.347693e-002	5.649484e-002	-2.403915e-001
9.480856210715379e-003	4.533564e-002	7.305471e-002	5.137180e-002	-1.670700e-001	-1.831324e-001	5.604200e-002	-1.198812e-001
9.500387460715378e-003	1.576699e-001	1.748312e-001	1.696345e-001	-3.998244e-001	-4.169961e-001	5.471303e-002	2.432195e-003
9.519918710715378e-003	2.675376e-001	2.738843e-001	2.852502e-001	-6.263508e-001	-6.445963e-001	5.252801e-002	1.247090e-001
9.539449960715377e-003	3.732865e-001	3.687245e-001	3.964801e-001	-8.432424e-001	-8.625100e-001	4.951989e-002	2.451101e-001
9.558981210715377e-003	4.733265e-001	4.579255e-001	5.016515e-001	-1.047238e+000	-1.067459e+000	4.573401e-002	3.618245e-001
9.578512460715376e-003	5.661530e-001	5.401460e-001	5.991828e-001	-1.235269e+000	-1.256362e+000	4.122740e-002	4.730968e-001
9.598043710715376e-003	6.503702e-001	6.141496e-001	6.876075e-001	-1.404509e+000	-1.426376e+000	3.606794e-002	5.772532e-001
9.617574960715376e-003	7.247117e-001	6.788234e-001	7.655957e-001	-1.552413e+000	-1.574944e+000	3.033332e-002	6.727272e-001
9.637106210715375e-003	7.880595e-001	7.331949e-001	8.319746e-001	-1.676756e+000	-1.699833e+000	2.410988e-002	7.580827e-001
9.646871835715375e-003	8.153062e-001	7.562555e-001	8.604916e-001	-1.729494e+000	-1.752795e+000	2.084388e-002	7.965584e-001
9.666403085715375e-003	8.604331e-001	7.936927e-001	9.076440e-001	-1.815109e+000	-1.838761e+000	1.406481e-002	8.643821e-001
9.685934335715374e-003	8.925257e-001	8.191006e-001	9.410515e-001	-1.873215e+000	-1.897078e+000	7.041846e-003	9.192046e-001
9.695699960715374e-003	9.035255e-001	8.271670e-001	9.524356e-001	-1.891663e+000	-1.915578e+000	3.471838e-003	9.414747e-001
9.705465585715374e-003	9.111015e-001	8.320974e-001	9.602117e-001	-1.902938e+000	-1.926870e+000	-1.193000e-004	9.602014e-001
9.724996835715373e-003	9.158814e-001	8.324878e-001	9.648368e-001	-1.903831e+000	-1.927688e+000	-7.310825e-003	9.867558e-001
9.744528085715373e-003	9.067938e-001	8.202661e-001	9.548574e-001	-1.875881e+000	-1.899521e+000	-1.442447e-002	9.984686e-001
9.764059335715372e-003	8.839756e-001	7.956166e-001	9.304240e-001	-1.819509e+000	-1.842791e+000	-2.135316e-002	9.951635e-001
9.773824960715372e-003	8.675170e-001	7.787402e-001	9.128936e-001	-1.780914e+000	-1.803966e+000	-2.471540e-002	9.878860e-001
9.793356210715372e-003	8.248103e-001	7.362015e-001	8.675352e-001	-1.683632e+000	-1.706123e+000	-3.117237e-002	9.622177e-001
9.812887460715371e-003	7.696067e-001	6.824999e-001	8.090367e-001	-1.560821e+000	-1.582628e+000	-3.719227e-002	9.220767e-001
9.832418710715371e-003	7.027370e-001	6.184435e-001	7.382785e-001	-1.414329e+000	-1.435336e+000	-4.268444e-002	8.680669e-001
9.851949960715371e-003	6.252071e-001	5.449961e-001	6.563250e-001	-1.246361e+000	-1.266464e+000	-4.756621e-002	8.010005e-001
9.871481210715370e-003	5.381835e-001	4.632625e-001	5.644091e-001	-1.059443e+000	-1.078552e+000	-5.176404e-002	7.218864e-001
9.891012460715370e-003	4.429754e-001	3.744725e-001	4.639136e-001	-8.563876e-001	-8.744251e-001	-5.521473e-002	6.319144e-001
9.910543710715369e-003	3.410149e-001	2.799617e-001	3.563504e-001	-6.402493e-001	-6.571544e-001	-5.786627e-002	5.324378e-001
9.930074960715369e-003	2.338361e-001	1.811519e-001	2.433375e-001	-4.142795e-001	-4.300076e-001	-5.967871e-002	4.249528e-001
9.949606210715369e-003	1.230511e-001	7.952967e-002	1.265750e-001	-1.818778e-001	-1.964012e-001	-6.062469e-002	3.110762e-001
9.969137460715368e-003	1.032662e-002	-2.337632e-002	7.819460e-003	5.345966e-002	4.015111e-002	-6.068990e-002	1.925207e-001
9.988668710715368e-003	-1.026416e-001	-1.260180e-001	-1.111427e-001	2.881927e-001	2.760914e-001	-5.987328e-002	7.106952e-002
9.998434335715368e-003	-1.588087e-001	-1.768936e-001	-1.702738e-001	4.045409e-001	3.930368e-001	-5.918266e-002	9.833125e-003
1.000000000000000e-002	-1.677749e-001	-1.850043e-001	-1.797121e-001	4.230895e-001	4.116805e-001	-5.905315e-002	-4.656134e-015
