time	V(n001)	V(n002)	V(n003)	V(n004)	V(n005)	V(n006)	V(n007)
5.066793710715472e-003	-5.293379e-001	-5.094845e-001	-5.596852e-001	1.165149e+000	1.142487e+000	-5.012435e-002	-4.070823e-001
5.086324960715471e-003	-6.188403e-001	-5.885181e-001	-6.537019e-001	1.345892e+000	1.324186e+000	-4.533483e-002	-5.157036e-001
5.105856210715471e-003	-6.992099e-001	-6.588738e-001	-7.380623e-001	1.506790e+000	1.485937e+000	-3.992236e-002	-6.165683e-001
5.125387460715471e-003	-7.692378e-001	-7.194929e-001	-8.114970e-001	1.645421e+000	1.625308e+000	-3.396826e-002	-7.081591e-001
5.144918710715470e-003	-8.278701e-001	-7.694634e-001	-8.729014e-001	1.759699e+000	1.740203e+000	-2.756197e-002	-7.890987e-001
5.164449960715470e-003	-8.742247e-001	-8.080332e-001	-9.213514e-001	1.847905e+000	1.828893e+000	-2.079974e-002	-8.581694e-001
5.183981210715469e-003	-9.076040e-001	-8.346219e-001	-9.561180e-001	1.908711e+000	1.890045e+000	-1.378317e-002	-9.143324e-001
5.203512460715469e-003	-9.275057e-001	-8.488292e-001	-9.766779e-001	1.941202e+000	1.922740e+000	-6.617696e-003	-9.567431e-001
5.223043710715468e-003	-9.336300e-001	-8.504411e-001	-9.827216e-001	1.944888e+000	1.926487e+000	5.890219e-004	-9.847634e-001
5.232809335715468e-003	-9.314885e-001	-8.465086e-001	-9.802628e-001	1.935895e+000	1.917470e+000	4.173988e-003	-9.932369e-001
5.242574960715468e-003	-9.258844e-001	-8.394330e-001	-9.741578e-001	1.919714e+000	1.901229e+000	7.728698e-003	-9.979720e-001
5.252340585715468e-003	-9.168385e-001	-8.292406e-001	-9.644296e-001	1.896405e+000	1.877825e+000	1.123979e-002	-9.989510e-001
5.271871835715467e-003	-8.885708e-001	-7.996709e-001	-9.342636e-001	1.828781e+000	1.809908e+000	1.807852e-002	-9.896400e-001
5.291403085715467e-003	-8.471100e-001	-7.582437e-001	-8.902180e-001	1.734041e+000	1.714740e+000	2.458742e-002	-9.654438e-001
5.301168710715467e-003	-8.216195e-001	-7.332715e-001	-8.631895e-001	1.676931e+000	1.657369e+000	2.768740e-002	-9.478689e-001
5.310934335715467e-003	-7.930795e-001	-7.055820e-001	-8.329551e-001	1.613608e+000	1.593754e+000	3.066872e-002	-9.267266e-001
5.320699960715466e-003	-7.615974e-001	-6.752793e-001	-7.996287e-001	1.544308e+000	1.524133e+000	3.352018e-002	-9.020962e-001
5.340231210715466e-003	-6.902911e-001	-6.072997e-001	-7.242126e-001	1.388844e+000	1.367945e+000	3.879117e-002	-8.427548e-001
5.359762460715466e-003	-6.087729e-001	-5.303550e-001	-6.380751e-001	1.212878e+000	1.191155e+000	4.342120e-002	-7.707378e-001
5.379293710715465e-003	-5.182685e-001	-4.456019e-001	-5.425113e-001	1.019055e+000	9.964231e-001	4.734075e-002	-6.871282e-001
5.398824960715465e-003	-4.201387e-001	-3.543150e-001	-4.389585e-001	8.102893e-001	7.866777e-001	5.049097e-002	-5.931835e-001
5.418356210715464e-003	-3.158593e-001	-2.578669e-001	-3.289735e-001	5.897204e-001	5.650741e-001	5.282461e-002	-4.903167e-001
5.437887460715464e-003	-2.069982e-001	-1.577079e-001	-2.142105e-001	3.606650e-001	3.349458e-001	5.430668e-002	-3.800752e-001
5.457418710715463e-003	-9.519254e-002	-5.534403e-002	-9.639511e-002	1.265673e-001	9.975433e-002	5.491500e-002	-2.641169e-001
5.476949960715463e-003	1.787650e-002	4.768538e-002	2.270092e-002	-1.090525e-001	-1.369626e-001	5.464056e-002	-1.441861e-001
5.496481210715463e-003	1.305086e-001	1.498311e-001	1.412867e-001	-3.426512e-001	-3.716442e-001	5.348758e-002	-2.208660e-002
5.516012460715462e-003	2.410100e-001	2.495571e-001	2.575788e-001	-5.707163e-001	-6.007605e-001	5.147355e-002	1.003451e-001
5.535543710715462e-003	3.477191e-001	3.453638e-001	3.698287e-001	-7.898183e-001	-8.208650e-001	4.862886e-002	2.212675e-001
5.555074960715461e-003	4.490313e-001	4.358106e-001	4.763483e-001	-9.966626e-001	-1.028647e+000	4.499642e-002	3.388619e-001
5.574606210715461e-003	5.434230e-001	5.195374e-001	5.755358e-001	-1.188139e+000	-1.220981e+000	4.063099e-002	4.513595e-001
5.594137460715461e-003	6.294750e-001	5.952854e-001	6.658998e-001	-1.361368e+000	-1.394974e+000	3.559836e-002	5.570681e-001
5.613668710715460e-003	7.058933e-001	6.619155e-001	7.460814e-001	-1.513746e+000	-1.548008e+000	2.997434e-002	6.543980e-001
5.633199960715460e-003	7.715290e-001	7.184261e-001	8.148750e-001	-1.642981e+000	-1.677782e+000	2.384364e-002	7.418851e-001
5.652731210715459e-003	8.253950e-001	7.639675e-001	8.712463e-001	-1.747130e+000	-1.782344e+000	1.729859e-002	8.182136e-001
5.672262460715459e-003	8.666818e-001	7.978551e-001	9.143479e-001	-1.824629e+000	-1.860120e+000	1.043777e-002	8.822353e-001
5.682028085715459e-003	8.824063e-001	8.102626e-001	9.307119e-001	-1.853003e+000	-1.888581e+000	6.921090e-003	9.093226e-001
5.691793710715458e-003	8.947686e-001	8.195797e-001	9.435318e-001	-1.874311e+000	-1.909940e+000	3.364493e-003	9.329875e-001
5.701559335715458e-003	9.037222e-001	8.257715e-001	9.527591e-001	-1.888471e+000	-1.924116e+000	-2.186163e-004	9.531407e-001
5.721090585715458e-003	9.112815e-001	8.286980e-001	9.603114e-001	-1.895164e+000	-1.930733e+000	-7.410315e-003	9.826227e-001
5.740621835715457e-003	9.049711e-001	8.189986e-001	9.532557e-001	-1.872982e+000	-1.908331e+000	-1.454571e-002	9.973251e-001
5.750387460715457e-003	8.966364e-001	8.094525e-001	9.442745e-001	-1.851151e+000	-1.886337e+000	-1.805864e-002	9.990561e-001
5.760153085715457e-003	8.848862e-001	7.968194e-001	9.316984e-001	-1.822260e+000	-1.857248e+000	-2.151736e-002	9.970268e-001
5.769918710715457e-003	8.697649e-001	7.811472e-001	9.155747e-001	-1.786419e+000	-1.821175e+000	-2.490883e-002	9.912450e-001
5.789449960715456e-003	8.296490e-001	7.409320e-001	8.729407e-001	-1.694450e+000	-1.728642e+000	-3.143921e-002	9.685246e-001
5.808981210715456e-003	7.768925e-001	6.894124e-001	8.170141e-001	-1.576629e+000	-1.610130e+000	-3.755144e-002	9.312368e-001
5.828512460715456e-003	7.122893e-001	6.273635e-001	7.486365e-001	-1.434728e+000	-1.467421e+000	-4.315346e-002	8.799423e-001
5.848043710715455e-003	6.368115e-001	5.557190e-001	6.688368e-001	-1.270883e+000	-1.302662e+000	-4.816087e-002	8.154126e-001
5.867574960715455e-003	5.515947e-001	4.755570e-001	5.788156e-001	-1.087559e+000	-1.118330e+000	-5.249825e-002	7.386184e-001
5.887106210715454e-003	4.579211e-001	3.880835e-001	4.799274e-001	-8.875148e-001	-9.171975e-001	-5.610022e-002	6.507146e-001
5.906637460715454e-003	3.572000e-001	2.946146e-001	3.736598e-001	-6.737592e-001	-7.022902e-001	-5.891249e-002	5.530235e-001
5.926168710715453e-003	2.509467e-001	1.965566e-001	2.616116e-001	-4.495087e-001	-4.768400e-001	-6.089262e-002	4.470145e-001
5.945699960715453e-003	1.407599e-001	9.538475e-002	1.454686e-001	-2.181371e-001	-2.442376e-001	-6.201070e-002	3.342819e-001
5.965231210715453e-003	2.829706e-002	-7.378827e-003	2.697803e-002	1.687473e-002	-7.981555e-003	-6.224981e-002	2.165213e-001
5.984762460715452e-003	-8.474971e-002	-1.101881e-001	-9.207752e-002	2.519910e-001	2.283749e-001	-6.160620e-002	9.550413e-002
6.004293710715452e-003	-1.966797e-001	-2.114962e-001	-2.099069e-001	4.836743e-001	4.612769e-001	-6.008944e-002	-2.694952e-002
6.023824960715451e-003	-3.058091e-001	-3.097791e-001	-3.247375e-001	7.084392e-001	6.872215e-001	-5.772220e-002	-1.489978e-001
6.043356210715451e-003	-4.104959e-001	-4.035581e-001	-4.348418e-001	9.229041e-001	9.028105e-001	-5.453998e-002	-2.688051e-001
6.062887460715451e-003	-5.091653e-001	-4.914223e-001	-5.385632e-001	1.123842e+000	1.104801e+000	-5.059050e-002	-3.845693e-001
6.082418710715450e-003	-6.003327e-001	-5.720497e-001	-6.343414e-001	1.308230e+000	1.290156e+000	-4.593305e-002	-4.945492e-001
6.101949960715450e-003	-6.826265e-001	-6.442271e-001	-7.207353e-001	1.473294e+000	1.456087e+000	-4.063754e-002	-5.970905e-001
6.121481210715449e-003	-7.548087e-001	-7.068687e-001	-7.964450e-001	1.616550e+000	1.600098e+000	-3.478350e-002	-6.906512e-001
6.141012460715449e-003	-8.157929e-001	-7.590318e-001	-8.603315e-001	1.735843e+000	1.720024e+000	-2.845886e-002	-7.738237e-001
6.160543710715448e-003	-8.646616e-001	-7.999314e-001	-9.114335e-001	1.829377e+000	1.814061e+000	-2.175860e-002	-8.453573e-001
6.180074960715448e-003	-9.006795e-001	-8.289520e-001	-9.489818e-001	1.895745e+000	1.880794e+000	-1.478339e-002	-9.041759e-001
6.199606210715448e-003	-9.233042e-001	-8.456565e-001	-9.724115e-001	1.933947e+000	1.919221e+000	-7.638014e-003	-9.493948e-001
6.219137460715447e-003	-9.321952e-001	-8.497936e-001	-9.813696e-001	1.943408e+000	1.928762e+000	-4.298101e-004	-9.803340e-001
6.228903085715447e-003	-9.314405e-001	-8.471222e-001	-9.803709e-001	1.937298e+000	1.922640e+000	3.164003e-003	-9.902946e-001
6.238668710715447e-003	-9.272183e-001	-8.413003e-001	-9.757209e-001	1.923984e+000	1.909276e+000	6.732929e-003	-9.965280e-001
6.248434335715447e-003	-9.195445e-001	-8.323498e-001	-9.674370e-001	1.903515e+000	1.888722e+000	1.026355e-002	-9.990107e-001
6.267965585715446e-003	-8.939704e-001	-8.052089e-001	-9.401053e-001	1.841446e+000	1.826378e+000	1.715698e-002	-9.927008e-001
6.287496835715446e-003	-8.551023e-001	-7.661075e-001	-8.987867e-001	1.752025e+000	1.736547e+000	2.374075e-002	-9.714596e-001
6.297262460715446e-003	-8.308580e-001	-7.422484e-001	-8.730683e-001	1.697461e+000	1.681730e+000	2.688538e-002	-9.553311e-001
6.307028085715445e-003	-8.035244e-001	-7.156332e-001	-8.441020e-001	1.636594e+000	1.620579e+000	2.991595e-002	-9.356068e-001
6.316793710715445e-003	-7.732046e-001	-6.863619e-001	-8.119969e-001	1.569653e+000	1.553324e+000	3.282107e-002	-9.123612e-001
6.336324960715445e-003	-7.040726e-001	-6.203014e-001	-7.388643e-001	1.418578e+000	1.401538e+000	3.821182e-002	-8.556686e-001
6.355856210715444e-003	-6.245015e-001	-5.450600e-001	-6.547702e-001	1.246507e+000	1.228654e+000	4.297665e-002	-7.861059e-001
6.375387460715444e-003	-5.356878e-001	-4.617691e-001	-5.609789e-001	1.056028e+000	1.037273e+000	4.704404e-002	-7.047195e-001
6.394918710715443e-003	-4.389669e-001	-3.716810e-001	-4.589010e-001	8.500039e-001	8.302736e-001	5.035293e-002	-6.127335e-001
6.414449960715443e-003	-3.357931e-001	-2.761505e-001	-3.500711e-001	6.315334e-001	6.107696e-001	5.285369e-002	-5.115313e-001
6.433981210715443e-003	-2.277179e-001	-1.766139e-001	-2.361259e-001	4.039014e-001	3.820623e-001	5.450882e-002	-4.026353e-001
6.453512460715442e-003	-1.163665e-001	-7.456794e-002	-1.187789e-001	1.705308e-001	1.475921e-001	5.529357e-002	-2.876832e-001
6.473043710715442e-003	-3.413180e-003	2.845287e-002	2.054195e-004	-6.506928e-002	-8.911450e-002	5.519624e-002	-1.684041e-001
6.492574960715441e-003	1.094434e-001	1.308994e-001	1.190378e-001	-2.993560e-001	-3.244970e-001	5.421843e-002	-4.659209e-002
6.512106210715441e-003	2.205062e-001	2.312311e-001	2.359312e-001	-5.288064e-001	-5.550149e-001	5.237499e-002	7.592073e-002
6.531637460715441e-003	3.281051e-001	3.279394e-001	3.491279e-001	-7.499703e-001	-7.772009e-001	4.969376e-002	1.972916e-001
6.551168710715440e-003	4.306221e-001	4.195700e-001	4.569257e-001	-9.595219e-001	-9.877131e-001	4.621519e-002	3.156951e-001
6.570699960715440e-003	5.265158e-001	5.047452e-001	5.577037e-001	-1.154310e+000	-1.183385e+000	4.199174e-002	4.293502e-001
6.590231210715439e-003	6.143440e-001	5.821841e-001	6.499463e-001	-1.331407e+000	-1.361274e+000	3.708705e-002	5.365475e-001
6.609762460715439e-003	6.927863e-001	6.507226e-001	7.322667e-001	-1.488149e+000	-1.518703e+000	3.157503e-002	6.356746e-001
6.629293710715438e-003	7.606632e-001	7.093299e-001	8.034269e-001	-1.622179e+000	-1.653305e+000	2.553870e-002	7.252406e-001
6.648824960715438e-003	8.169540e-001	7.571251e-001	8.623571e-001	-1.731483e+000	-1.763055e+000	1.906899e-002	8.038982e-001
6.668356210715438e-003	8.608126e-001	7.933897e-001	9.081714e-001	-1.814416e+000	-1.846303e+000	1.226333e-002	8.704646e-001
6.678121835715437e-003	8.778662e-001	8.070205e-001	9.259368e-001	-1.845589e+000	-1.877581e+000	8.766387e-003	8.988930e-001
6.687887460715437e-003	8.915797e-001	8.175784e-001	9.401809e-001	-1.869734e+000	-1.901796e+000	5.224204e-003	9.239383e-001
6.697653085715437e-003	9.019015e-001	8.250237e-001	9.508502e-001	-1.886761e+000	-1.918857e+000	1.650127e-003	9.455060e-001
6.717184335715437e-003	9.122279e-001	8.304757e-001	9.613178e-001	-1.899229e+000	-1.931287e+000	-5.539770e-003	9.778976e-001
6.736715585715436e-003	9.086903e-001	8.232953e-001	9.571822e-001	-1.882808e+000	-1.914683e+000	-1.269504e-002	9.955809e-001
6.746481210715436e-003	9.017311e-001	8.149943e-001	9.496492e-001	-1.863825e+000	-1.895555e+000	-1.622595e-002	9.988149e-001
6.756246835715436e-003	8.913424e-001	8.035907e-001	9.385061e-001	-1.837745e+000	-1.869296e+000	-1.970793e-002	9.982896e-001
6.766012460715436e-003	8.775632e-001	7.891273e-001	9.237948e-001	-1.804669e+000	-1.836005e+000	-2.312785e-002	9.940070e-001
6.785543710715435e-003	8.400539e-001	7.512506e-001	8.839027e-001	-1.718048e+000	-1.748855e+000	-2.973027e-002	9.742483e-001
6.805074960715435e-003	7.897674e-001	7.019343e-001	8.305733e-001	-1.605266e+000	-1.635415e+000	-3.593377e-002	9.398360e-001
6.824606210715434e-003	7.274609e-001	6.419206e-001	7.646090e-001	-1.468019e+000	-1.497392e+000	-4.164492e-002	8.912877e-001
6.844137460715434e-003	6.540716e-001	5.721124e-001	6.870026e-001	-1.308374e+000	-1.336861e+000	-4.677770e-002	8.293335e-001
6.863668710715433e-003	5.707038e-001	4.935603e-001	5.989215e-001	-1.128732e+000	-1.156237e+000	-5.125478e-002	7.549055e-001
6.883199960715433e-003	4.786119e-001	4.074460e-001	5.016910e-001	-9.317954e-001	-9.582369e-001	-5.500870e-002	6.691229e-001
6.902731210715433e-003	3.791814e-001	3.150652e-001	3.967740e-001	-7.205281e-001	-7.458381e-001	-5.798286e-002	5.732762e-001
6.922262460715432e-003	2.739082e-001	2.178077e-001	2.857489e-001	-4.981083e-001	-5.222356e-001	-6.013242e-002	4.688068e-001
6.941793710715432e-003	1.643760e-001	1.171369e-001	1.702859e-001	-2.678823e-001	-2.907924e-001	-6.142491e-002	3.572861e-001
6.961324960715431e-003	5.223285e-002	1.456713e-002	5.212218e-002	-3.331385e-002	-5.498952e-002	-6.184077e-002	2.403915e-001
6.980856210715431e-003	-6.083427e-002	-8.835834e-002	-6.696464e-002	2.020682e-001	1.816263e-001	-6.137362e-002	1.198812e-001
7.000387460715431e-003	-1.731243e-001	-1.900911e-001	-1.851830e-001	4.347225e-001	4.154963e-001	-6.003037e-002	-2.432195e-003
7.019918710715430e-003	-2.829480e-001	-2.891005e-001	-3.007544e-001	6.611489e-001	6.431030e-001	-5.783109e-002	-1.247090e-001
7.039449960715430e-003	-3.886530e-001	-3.838971e-001	-4.119401e-001	8.779409e-001	8.610229e-001	-5.480875e-002	-2.451101e-001
7.058981210715429e-003	-4.886491e-001	-4.730546e-001	-5.170675e-001	1.081837e+000	1.065978e+000	-5.100868e-002	-3.618245e-001
7.078512460715429e-003	-5.814318e-001	-5.552317e-001	-6.145548e-001	1.269769e+000	1.254887e+000	-4.648791e-002	-4.730968e-001
7.098043710715428e-003	-6.656053e-001	-6.291919e-001	-7.029356e-001	1.438910e+000	1.424907e+000	-4.131431e-002	-5.772532e-001
7.117574960715428e-003	-7.399031e-001	-6.938226e-001	-7.808800e-001	1.586715e+000	1.573482e+000	-3.556558e-002	-6.727272e-001
7.137106210715428e-003	-8.032074e-001	-7.481511e-001	-8.472152e-001	1.710959e+000	1.698376e+000	-2.932807e-002	-7.580827e-001
7.156637460715427e-003	-8.545655e-001	-7.913598e-001	-9.009433e-001	1.809774e+000	1.797712e+000	-2.269547e-002	-8.320361e-001
7.176168710715427e-003	-8.932047e-001	-8.227987e-001	-9.412557e-001	1.881673e+000	1.869995e+000	-1.576741e-002	-8.934748e-001
7.195699960715426e-003	-9.185435e-001	-8.419944e-001	-9.675456e-001	1.925572e+000	1.914139e+000	-8.647987e-003	-9.414747e-001
7.215231210715426e-003	-9.302002e-001	-8.486578e-001	-9.794174e-001	1.940810e+000	1.929479e+000	-1.444158e-003	-9.753140e-001
7.224996835715426e-003	-9.308348e-001	-8.472511e-001	-9.798819e-001	1.937593e+000	1.926258e+000	2.155592e-003	-9.867558e-001
7.234762460715426e-003	-9.279993e-001	-8.426884e-001	-9.766919e-001	1.927159e+000	1.915784e+000	5.735847e-003	-9.944838e-001
7.254293710715425e-003	-9.119733e-001	-8.241755e-001	-9.594099e-001	1.884821e+000	1.873261e+000	1.278415e-002	-9.986955e-001
7.273824960715425e-003	-8.823631e-001	-7.933973e-001	-9.278309e-001	1.814434e+000	1.802549e+000	1.959487e-002	-9.878860e-001
7.293356210715424e-003	-8.396136e-001	-7.508162e-001	-8.824295e-001	1.717055e+000	1.704713e+000	2.606568e-002	-9.622177e-001
7.303121835715424e-003	-8.135049e-001	-7.252930e-001	-8.547509e-001	1.658685e+000	1.646067e+000	2.914300e-002	-9.439235e-001
7.312887460715424e-003	-7.843674e-001	-6.970724e-001	-8.238883e-001	1.594147e+000	1.581223e+000	3.209937e-002	-9.220767e-001
7.332418710715423e-003	-7.174551e-001	-6.329740e-001	-7.530873e-001	1.447559e+000	1.433937e+000	3.760531e-002	-8.680669e-001
7.351949960715423e-003	-6.398829e-001	-5.594845e-001	-6.710912e-001	1.279495e+000	1.265070e+000	4.250081e-002	-8.010005e-001
7.371481210715423e-003	-5.528169e-001	-4.777090e-001	-5.791327e-001	1.092481e+000	1.077163e+000	4.671235e-002	-7.218864e-001
7.391012460715422e-003	-4.575665e-001	-3.888771e-001	-4.785948e-001	8.893299e-001	8.730413e-001	5.017671e-002	-6.319144e-001
7.410543710715422e-003	-3.555639e-001	-2.943246e-001	-3.709892e-001	6.730961e-001	6.557758e-001	5.284189e-002	-5.324378e-001
7.430074960715421e-003	-2.483430e-001	-1.954732e-001	-2.579341e-001	4.470312e-001	4.286342e-001	5.466794e-002	-4.249528e-001
7.449606210715421e-003	-1.375161e-001	-9.380945e-002	-1.411294e-001	2.145345e-001	1.950330e-001	5.562750e-002	-3.110762e-001
7.469137460715421e-003	-2.474976e-002	9.137969e-003	-2.233180e-002	-2.089771e-002	-4.151421e-002	5.570626e-002	-1.925207e-001
7.488668710715420e-003	8.826025e-002	1.118210e-001	9.667235e-002	-2.557252e-001	-2.774495e-001	5.490315e-002	-7.106952e-002
7.508199960715420e-003	1.998145e-001	2.126954e-001	2.140935e-001	-4.864168e-001	-5.092240e-001	5.323037e-002	5.145063e-002
7.527731210715419e-003	3.082355e-001	3.102446e-001	3.281658e-001	-7.095036e-001	-7.333516e-001	5.071320e-002	1.731969e-001
7.547262460715419e-003	4.118929e-001	4.030014e-001	4.371739e-001	-9.216308e-001	-9.464613e-001	4.738961e-002	2.923381e-001
7.566793710715418e-003	5.092279e-001	4.895712e-001	5.394787e-001	-1.119609e+000	-1.145348e+000	4.330971e-002	4.070823e-001
7.586324960715418e-003	5.987769e-001	5.686522e-001	6.335416e-001	-1.300460e+000	-1.327019e+000	3.853499e-002	5.157036e-001
7.605856210715418e-003	6.791933e-001	6.390553e-001	7.179483e-001	-1.461467e+000	-1.488743e+000	3.313738e-002	6.165683e-001
7.625387460715417e-003	7.492679e-001	6.997219e-001	7.914295e-001	-1.600206e+000	-1.628087e+000	2.719817e-002	7.081591e-001
7.644918710715417e-003	8.079471e-001	7.497400e-001	8.528805e-001	-1.714593e+000	-1.742955e+000	2.080682e-002	7.890987e-001
7.664449960715416e-003	8.543488e-001	7.883576e-001	9.013773e-001	-1.802908e+000	-1.831619e+000	1.405957e-002	8.581694e-001
7.683981210715416e-003	8.877752e-001	8.149940e-001	9.361907e-001	-1.863824e+000	-1.892746e+000	7.058032e-003	9.143324e-001
7.693746835715416e-003	8.994579e-001	8.236871e-001	9.482945e-001	-1.883704e+000	-1.912679e+000	3.494738e-003	9.373016e-001
7.703512460715416e-003	9.077241e-001	8.292493e-001	9.567977e-001	-1.896424e+000	-1.925416e+000	-9.238209e-005	9.567431e-001
7.723043710715415e-003	9.138957e-001	8.309091e-001	9.628884e-001	-1.900220e+000	-1.929138e+000	-7.284003e-003	9.847634e-001
7.742574960715415e-003	9.061975e-001	8.199489e-001	9.543718e-001	-1.875155e+000	-1.903856e+000	-1.440855e-002	9.979720e-001
7.752340585715415e-003	8.971755e-001	8.097805e-001	9.446673e-001	-1.851901e+000	-1.880440e+000	-1.791206e-002	9.989510e-001
7.762106210715414e-003	8.847458e-001	7.965339e-001	9.313762e-001	-1.821607e+000	-1.849950e+000	-2.135874e-002	9.961702e-001
7.771871835715414e-003	8.689553e-001	7.802588e-001	9.145486e-001	-1.784387e+000	-1.812500e+000	-2.473561e-002	9.896400e-001
7.791403085715414e-003	8.275421e-001	7.388799e-001	8.705505e-001	-1.689757e+000	-1.717309e+000	-3.122931e-002	9.654438e-001
7.810934335715413e-003	7.735593e-001	6.862663e-001	8.133351e-001	-1.569434e+000	-1.596300e+000	-3.729537e-002	9.267266e-001
7.830465585715414e-003	7.078191e-001	6.232099e-001	7.437632e-001	-1.425230e+000	-1.451293e+000	-4.284244e-002	8.740704e-001
7.849996835715413e-003	6.313107e-001	5.506594e-001	6.628818e-001	-1.259313e+000	-1.284468e+000	-4.778698e-002	8.082674e-001
7.869528085715413e-003	5.451851e-001	4.697064e-001	5.719076e-001	-1.074180e+000	-1.098336e+000	-5.205450e-002	7.303073e-001
7.889059335715412e-003	4.507382e-001	3.815688e-001	4.722094e-001	-8.726164e-001	-8.956945e-001	-5.558070e-002	6.413628e-001
7.908590585715412e-003	3.493909e-001	2.875727e-001	3.652871e-001	-6.576551e-001	-6.795927e-001	-5.831243e-002	5.427715e-001
7.928121835715412e-003	2.426677e-001	1.891322e-001	2.527492e-001	-4.325298e-001	-4.532806e-001	-6.020849e-002	4.360165e-001
7.947653085715411e-003	1.321745e-001	8.772831e-002	1.362887e-001	-2.006274e-001	-2.201620e-001	-6.124026e-002	3.227033e-001
7.967184335715411e-003	1.957326e-002	-1.511350e-002	1.765772e-002	3.456328e-002	1.625667e-002	-6.139209e-002	2.045364e-001
7.986715585715410e-003	-9.344189e-002	-1.178460e-001	-1.013591e-001	2.695040e-001	2.524196e-001	-6.066159e-002	8.329310e-002
8.006246835715410e-003	-2.051708e-001	-2.189237e-001	-2.189714e-001	5.006603e-001	4.847748e-001	-5.905965e-002	-3.920303e-002
8.025778085715410e-003	-3.139326e-001	-3.168259e-001	-3.334097e-001	7.245545e-001	7.098273e-001	-5.661024e-002	-1.611095e-001
8.045309335715409e-003	-4.180910e-001	-4.100797e-001	-4.429525e-001	9.378183e-001	9.241922e-001	-5.335009e-002	-2.805927e-001
8.064840585715409e-003	-5.160792e-001	-4.972822e-001	-5.459517e-001	1.137243e+000	1.124645e+000	-4.932814e-002	-3.958556e-001
8.084371835715408e-003	-6.064228e-001	-5.771215e-001	-6.408579e-001	1.319829e+000	1.308172e+000	-4.460475e-002	-5.051644e-001
8.103903085715408e-003	-6.877629e-001	-6.483963e-001	-7.262431e-001	1.482829e+000	1.472011e+000	-3.925088e-002	-6.068751e-001
8.123434335715407e-003	-7.588754e-001	-7.100343e-001	-8.008230e-001	1.623790e+000	1.613699e+000	-3.334693e-002	-6.994579e-001
8.142965585715407e-003	-8.186905e-001	-7.611080e-001	-8.634751e-001	1.740591e+000	1.731104e+000	-2.698159e-002	-7.815201e-001
8.162496835715407e-003	-8.663083e-001	-8.008490e-001	-9.132571e-001	1.831475e+000	1.822462e+000	-2.025050e-002	-8.518275e-001
8.182028085715406e-003	-9.010122e-001	-8.286590e-001	-9.494196e-001	1.895075e+000	1.886396e+000	-1.325480e-002	-9.093226e-001
8.201559335715406e-003	-9.222798e-001	-8.441195e-001	-9.714185e-001	1.930432e+000	1.921947e+000	-6.099582e-003	-9.531407e-001
8.221090585715405e-003	-9.297909e-001	-8.469977e-001	-9.789226e-001	1.937014e+000	1.928579e+000	1.107626e-003	-9.826227e-001
8.230856210715405e-003	-9.283441e-001	-8.436974e-001	-9.771951e-001	1.929466e+000	1.921003e+000	4.696871e-003	-9.918405e-001
8.250387460715405e-003	-9.150733e-001	-8.276798e-001	-9.628133e-001	1.892835e+000	1.884207e+000	1.177922e-002	-9.990561e-001
8.269918710715404e-003	-8.881536e-001	-7.993262e-001	-9.340652e-001	1.827993e+000	1.819059e+000	1.864492e-002	-9.912450e-001
8.289449960715404e-003	-8.479894e-001	-7.590628e-001	-8.913829e-001	1.735914e+000	1.726542e+000	2.519080e-002	-9.685246e-001
8.299215585715404e-003	-8.231218e-001	-7.346473e-001	-8.650091e-001	1.680078e+000	1.670438e+000	2.831286e-002	-9.516717e-001
8.308981210715404e-003	-7.951847e-001	-7.074949e-001	-8.354082e-001	1.617982e+000	1.608044e+000	3.131853e-002	-9.312368e-001
8.328512460715403e-003	-7.305333e-001	-6.453978e-001	-7.669823e-001	1.475971e+000	1.465350e+000	3.693604e-002	-8.799423e-001
8.348043710715403e-003	-6.550073e-001	-5.737051e-001	-6.871344e-001	1.312016e+000	1.300604e+000	4.195896e-002	-8.154126e-001
8.367574960715402e-003	-5.697424e-001	-4.934950e-001	-5.970651e-001	1.128582e+000	1.116286e+000	4.631182e-002	-7.386184e-001
8.387106210715402e-003	-4.760206e-001	-4.059734e-001	-4.981286e-001	9.284276e-001	9.151679e-001	4.992928e-002	-6.507146e-001
8.406637460715401e-003	-3.752514e-001	-3.124565e-001	-3.918129e-001	7.145622e-001	7.002741e-001	5.275701e-002	-5.530235e-001
8.426168710715401e-003	-2.689501e-001	-2.143505e-001	-2.797166e-001	4.902019e-001	4.748371e-001	5.475261e-002	-4.470145e-001
8.445699960715401e-003	-1.587152e-001	-1.131307e-001	-1.635255e-001	2.587206e-001	2.422478e-001	5.588616e-002	-3.342819e-001
8.465231210715400e-003	-4.620442e-002	-1.031921e-002	-4.498691e-002	2.359925e-002	6.004546e-003	5.614071e-002	-2.165213e-001
8.484762460715400e-003	6.689030e-002	9.253788e-002	7.411665e-002	-2.116264e-001	-2.303393e-001	5.551254e-002	-9.550413e-002
8.504293710715399e-003	1.788682e-001	1.938938e-001	1.919940e-001	-4.434191e-001	-4.632288e-001	5.401120e-002	2.694952e-002
8.523824960715399e-003	2.880454e-001	2.922245e-001	3.068726e-001	-6.682932e-001	-6.891612e-001	5.165939e-002	1.489978e-001
8.543356210715399e-003	3.927801e-001	3.860512e-001	4.170247e-001	-8.828671e-001	-9.047381e-001	4.849257e-002	2.688051e-001
